,location,total_sqft,bath,price,bhk
8575,Vidyaranyapura,2400.0,5.0,135.0,4.0
8576,Vidyaranyapura,1100.0,2.0,41.0,2.0
8577,Vidyaranyapura,1200.0,2.0,60.5,2.0
8578,Vidyaranyapura,1200.0,2.0,42.0,2.0
8579,Vijayanagar,1704.0,3.0,110.0,3.0
8580,Vijayanagar,1933.0,3.0,129.0,3.0
8582,Vijayanagar,1450.0,3.0,100.0,3.0
8583,Vijayanagar,1580.0,2.0,134.0,3.0
8584,Vijayanagar,1826.0,3.0,121.0,3.0
8585,Vijayanagar,1739.0,3.0,116.0,3.0
8586,Vijayanagar,1490.0,3.0,100.0,3.0
8587,Vijayanagar,1180.0,2.0,65.0,2.0
8588,Vijayanagar,606.0,1.0,34.78,1.0
8589,Vijayanagar,1000.0,3.0,140.0,3.0
8590,Vijayanagar,1352.0,2.0,68.0,2.0
8591,Vijayanagar,1527.0,3.0,115.0,3.0
8592,Vijayanagar,989.0,2.0,60.0,2.0
8593,Vijayanagar,1520.0,2.0,103.0,3.0
8594,Vijayanagar,1749.0,3.0,117.0,3.0
8595,Vijayanagar,1046.0,2.0,75.0,2.0
8596,Vijayanagar,606.0,1.0,40.0,1.0
8597,Vijayanagar,1200.0,2.0,62.0,2.0
8600,Vijayanagar,1760.0,3.0,140.0,3.0
8601,Vijayanagar,2047.0,3.0,136.0,3.0
8602,Vijayanagar,1200.0,2.0,75.0,3.0
8603,Vijayanagar,1178.0,2.0,82.0,2.0
8604,Vijayanagar,864.0,2.0,45.0,2.0
8605,Vijayanagar,2100.0,6.0,252.0,4.0
8606,Vijayanagar,920.0,2.0,60.0,2.0
8607,Vijayanagar,1019.0,2.0,58.0,2.0
8608,Vijayanagar,2400.0,6.0,125.0,5.0
8609,Vijayanagar,1180.0,2.0,86.0,2.0
8610,Vijayanagar,1046.0,2.0,49.06,2.0
8611,Vijayanagar,2400.0,2.0,230.0,1.0
8612,Vijayanagar,492.0,1.0,40.0,1.0
8614,Vishveshwarya Layout,4000.0,7.0,225.0,7.0
8615,Vishveshwarya Layout,750.0,1.0,30.0,1.0
8616,Vishveshwarya Layout,2000.0,4.0,75.0,4.0
8617,Vishveshwarya Layout,2100.0,6.0,92.0,6.0
8618,Vishveshwarya Layout,7000.0,4.0,210.0,4.0
8619,Vishveshwarya Layout,2000.0,3.0,90.0,4.0
8620,Vishveshwarya Layout,4000.0,6.0,230.0,6.0
8621,Vishwapriya Layout,820.0,2.0,30.0,2.0
8622,Vishwapriya Layout,1235.0,2.0,60.0,2.0
8623,Vishwapriya Layout,1250.0,3.0,38.0,3.0
8624,Vishwapriya Layout,770.0,2.0,30.0,2.0
8625,Vishwapriya Layout,2800.0,5.0,130.0,5.0
8626,Vishwapriya Layout,910.0,2.0,36.0,2.0
8627,Vishwapriya Layout,890.0,2.0,37.0,2.0
8628,Vittasandra,1404.0,2.0,71.0,2.0
8629,Vittasandra,1246.0,2.0,67.0,2.0
8630,Vittasandra,1404.0,2.0,69.3,2.0
8631,Vittasandra,1246.0,2.0,67.3,2.0
8632,Vittasandra,1246.0,2.0,64.5,2.0
8633,Vittasandra,1246.0,2.0,64.5,2.0
8634,Vittasandra,1246.0,2.0,68.0,2.0
8636,Vittasandra,1238.0,2.0,67.0,2.0
8637,Vittasandra,1404.0,2.0,75.0,2.0
8638,Vittasandra,1246.0,2.0,65.0,2.0
8639,Vittasandra,1238.0,2.0,67.0,2.0
8640,Vittasandra,1246.0,2.0,67.4,2.0
8641,Vittasandra,1259.0,2.0,67.4,2.0
8642,Vittasandra,1934.0,2.0,90.0,2.0
8643,Vittasandra,1404.0,2.0,68.8,2.0
8644,Vittasandra,1246.0,2.0,62.3,2.0
8645,Vittasandra,1246.0,2.0,63.0,2.0
8646,Vittasandra,1246.0,2.0,67.4,2.0
8647,Vittasandra,1246.0,2.0,65.4,2.0
8649,Vittasandra,1238.0,2.0,67.32,2.0
8650,Vittasandra,1246.0,2.0,67.4,2.0
8652,Vittasandra,1246.0,2.0,67.3,2.0
8653,Vittasandra,1404.0,2.0,70.0,2.0
8654,Vittasandra,1259.0,2.0,67.48,2.0
8655,Vittasandra,1404.0,2.0,75.0,2.0
8657,Vittasandra,1246.0,2.0,69.0,2.0
8658,Vittasandra,1246.0,2.0,67.0,2.0
8661,Vittasandra,1404.0,2.0,72.0,2.0
8662,Vittasandra,1246.0,2.0,67.5,2.0
8663,Vittasandra,1246.0,2.0,67.5,2.0
8664,Vittasandra,1404.0,2.0,70.0,2.0
8665,Vittasandra,1404.0,2.0,67.5,2.0
8666,Vittasandra,1246.0,2.0,65.0,2.0
8667,Vittasandra,1246.0,2.0,67.4,2.0
8671,Whitefield,2785.0,5.0,295.0,4.0
8672,Whitefield,1610.0,3.0,81.0,3.0
8673,Whitefield,1459.0,2.0,94.82,2.0
8675,Whitefield,5700.0,5.0,650.0,4.0
8677,Whitefield,4200.0,4.0,420.0,4.0
8680,Whitefield,1280.0,2.0,75.0,2.0
8682,Whitefield,1910.0,3.0,161.0,3.0
8683,Whitefield,3252.0,4.0,230.0,4.0
8684,Whitefield,11890.0,4.0,700.0,4.0
8687,Whitefield,1150.0,2.0,70.0,2.0
8688,Whitefield,1768.0,3.0,101.0,3.0
8690,Whitefield,4144.0,4.0,315.0,4.0
8691,Whitefield,2500.0,3.0,313.0,3.0
8692,Whitefield,4104.0,4.0,360.0,4.0
8693,Whitefield,1790.0,3.0,100.0,3.0
8694,Whitefield,1720.0,3.0,100.0,3.0
8696,Whitefield,1640.0,4.0,91.0,3.0
8699,Whitefield,2280.0,4.0,126.0,3.0
8701,Whitefield,1447.0,2.0,83.0,2.0
8703,Whitefield,1897.0,3.0,130.0,3.0
8704,Whitefield,2225.0,2.0,125.0,3.0
8707,Whitefield,1113.0,2.0,62.0,2.0
8708,Whitefield,2268.0,3.0,163.0,4.0
8711,Whitefield,2400.0,4.0,200.0,4.0
8713,Whitefield,1360.0,2.0,95.0,2.0
8715,Whitefield,1697.0,3.0,94.79,3.0
8716,Whitefield,5000.0,4.0,400.0,4.0
8717,Whitefield,4800.0,4.0,525.0,4.0
8718,Whitefield,3000.0,5.0,250.0,4.0
8719,Whitefield,1700.0,3.0,115.0,3.0
8722,Whitefield,2842.0,3.0,162.0,3.0
8726,Whitefield,1500.0,3.0,130.0,3.0
8727,Whitefield,1280.0,2.0,75.0,2.0
8729,Whitefield,1405.0,2.0,78.0,3.0
8730,Whitefield,2225.0,3.0,115.0,3.0
8731,Whitefield,1272.0,2.0,95.05,2.0
8734,Whitefield,1192.0,2.0,71.0,2.0
8738,Whitefield,1626.0,3.0,89.0,3.0
8739,Whitefield,1585.0,3.0,88.0,3.0
8740,Whitefield,995.0,2,28.585,1.0
8741,Whitefield,1125.0,2.0,62.0,2.0
8742,Whitefield,1280.0,2.0,85.0,2.0
8743,Whitefield,1200.0,3.0,68.5,3.0
8744,Whitefield,4000.0,4.0,330.0,4.0
8745,Whitefield,1420.0,2.0,136.0,2.0
8746,Whitefield,1697.0,3.0,108.0,3.0
8748,Whitefield,3606.0,4.0,312.0,4.0
8749,Whitefield,1204.0,4.0,125.0,4.0
8750,Whitefield,1485.0,2.0,90.0,2.0
8751,Whitefield,950.0,1.0,50.0,1.0
8753,Whitefield,825.0,1.0,45.0,1.0
8756,Whitefield,1635.0,2.0,85.0,3.0
8757,Whitefield,1216.0,2.0,79.0,2.0
8759,Whitefield,1215.0,2.0,65.0,2.0
8763,Whitefield,920.0,2.0,63.0,2.0
8765,Whitefield,1170.0,2.0,71.0,2.0
8766,Whitefield,1118.0,2.0,75.0,2.0
8767,Whitefield,1800.0,3.0,110.0,3.0
8768,Whitefield,1562.0,3.0,103.0,3.0
8769,Whitefield,1190.0,2.0,67.0,2.0
8771,Whitefield,2321.0,4.0,128.0,3.0
8772,Whitefield,1320.0,2.0,95.0,2.0
8775,Whitefield,3010.0,3.0,200.0,3.0
8776,Whitefield,1346.0,2.0,96.17,2.0
8777,Whitefield,3850.0,5.0,316.0,3.0
8781,Whitefield,2500.0,4.0,155.0,4.0
8782,Whitefield,905.0,1.0,55.0,1.0
8784,Whitefield,2268.0,3.0,146.0,4.0
8787,Whitefield,937.0,1.0,32.79,1.0
8788,Whitefield,3537.0,5.0,210.0,4.0
8790,Whitefield,1697.0,3.0,115.0,3.0
8793,Whitefield,1520.0,2.0,150.0,3.0
8795,Whitefield,3250.0,5.0,290.0,5.0
8796,Whitefield,1216.0,2.0,66.48,2.0
8799,Whitefield,1269.0,2.0,75.0,2.0
8801,Whitefield,1545.0,3.0,79.0,3.0
8804,Whitefield,3262.0,4.0,260.0,4.0
8806,Whitefield,1132.0,2.0,79.28,2.0
8808,Whitefield,3000.0,4.0,330.0,4.0
8810,Whitefield,2830.0,5.0,160.0,4.0
8812,Whitefield,1195.0,2.0,70.0,2.0
8813,Whitefield,3480.0,4.0,284.0,3.0
8815,Whitefield,3004.0,4.0,285.0,4.0
8816,Whitefield,1250.0,2.0,72.0,2.0
8817,Whitefield,971.0,1.0,34.385,1.0
8818,Whitefield,1340.0,2.0,77.0,2.0
8819,Whitefield,1320.0,2.0,79.5,2.0
8820,Whitefield,750.0,2.0,52.7,2.0
8821,Whitefield,1200.0,3.0,61.96,3.0
8823,Whitefield,3000.0,4.0,306.0,4.0
8829,Whitefield,3445.0,5.0,270.0,4.0
8830,Whitefield,1700.0,3.0,140.0,3.0
8831,Whitefield,4827.0,4.0,400.0,4.0
8832,Whitefield,1405.0,2.0,84.5,2.0
8834,Whitefield,3252.0,4.0,280.0,4.0
8836,Whitefield,1150.0,2.0,90.0,2.0
8837,Whitefield,2400.0,4.0,147.0,4.0
8839,Whitefield,624.0,1.0,35.0,1.0
8842,Whitefield,1700.0,3.0,95.0,3.0
8843,Whitefield,4960.0,4.0,400.0,4.0
8844,Whitefield,2928.0,4.0,198.0,4.0
8846,Whitefield,2700.0,5.0,175.0,3.0
8847,Whitefield,1216.0,2.0,84.0,2.0
8848,Whitefield,2882.0,5.0,204.0,4.0
8849,Whitefield,1840.0,3.0,140.0,3.0
8850,Whitefield,1778.0,3.0,122.0,3.0
8851,Whitefield,1400.0,2.0,80.0,2.0
8852,Whitefield,3100.0,4.0,350.0,4.0
8853,Whitefield,650.0,1.0,25.0,1.0
8854,Whitefield,2155.0,3.0,125.0,4.0
8855,Whitefield,905.0,1.0,52.0,1.0
8859,Whitefield,810.0,1.0,21.0,1.0
8860,Whitefield,1216.0,2.0,69.06,2.0
8861,Whitefield,1216.0,2.0,75.0,2.0
8862,Whitefield,1355.0,2.0,78.0,2.0
8863,Whitefield,1255.0,2.0,77.0,2.0
8864,Whitefield,1216.0,2.0,73.0,2.0
8865,Whitefield,971.0,1.0,34.735,1.0
8869,Whitefield,1745.0,3.0,100.0,3.0
8870,Whitefield,3200.0,4.0,224.0,4.0
8872,Whitefield,825.0,1.0,44.9,1.0
8876,Whitefield,1870.0,3.0,138.0,3.0
8878,Whitefield,4400.0,5.0,525.0,4.0
8880,Whitefield,1862.0,3.0,125.0,3.0
8881,Whitefield,1655.0,3.0,113.0,3.0
8882,Whitefield,530.0,1.0,29.44,1.0
8884,Whitefield,905.0,1.0,50.0,1.0
8885,Whitefield,1600.0,3.0,82.0,3.0
8886,Whitefield,1230.0,4.0,80.0,4.0
8888,Whitefield,937.0,1.0,32.15,1.0
8889,Whitefield,905.0,1.0,52.0,1.0
8893,Whitefield,1216.0,2.0,83.0,2.0
8895,Whitefield,2500.0,3.0,280.0,3.0
8898,Whitefield,1355.0,3.0,76.0,2.0
8900,Whitefield,1216.0,2.0,75.0,2.0
8901,Whitefield,4000.0,4.0,380.0,4.0
8910,Whitefield,1355.0,2.0,73.0,2.0
8912,Whitefield,750.0,1.0,51.0,1.0
8916,Whitefield,1173.0,2.0,77.0,2.0
8917,Whitefield,1200.0,3.0,68.4,3.0
8920,Whitefield,1216.0,2.0,69.0,2.0
8921,Whitefield,3425.0,5.0,250.0,4.0
8926,Whitefield,2173.0,3.0,128.0,3.0
8928,Whitefield,905.0,1.0,62.0,1.0
8929,Whitefield,1870.0,3.0,138.0,3.0
8930,Whitefield,1320.0,2.0,99.26,2.0
8931,Whitefield,2901.0,4.0,190.0,3.0
8932,Whitefield,2403.0,4.0,270.0,4.0
8933,Whitefield,1485.0,2.0,96.51,2.0
8934,Whitefield,1755.0,3.0,101.0,3.0
8935,Whitefield,4800.0,5.0,550.0,4.0
8937,Whitefield,2225.0,3.0,149.0,3.0
8938,Whitefield,1250.0,2.0,82.0,2.0
8940,Whitefield,1800.0,4.0,178.0,4.0
8941,Whitefield,605.0,1.0,40.0,1.0
8944,Whitefield,2210.0,3.0,156.0,3.0
8945,Whitefield,1173.0,2.0,78.2,2.0
8946,Whitefield,1740.0,4.0,130.0,3.0
8947,Whitefield,5924.0,4.0,625.0,4.0
8948,Whitefield,1216.0,2.0,75.0,2.0
8950,Whitefield,1655.0,3.0,120.0,3.0
8951,Whitefield,4003.0,6.0,300.0,4.0
8953,Whitefield,4400.0,5.0,500.0,4.0
8954,Whitefield,1180.0,2.0,70.0,2.0
8955,Whitefield,1280.0,2.0,69.0,2.0
8956,Whitefield,2023.0,4.0,130.0,3.0
8957,Whitefield,3589.0,5.0,400.0,4.0
8958,Whitefield,2134.0,4.0,118.0,3.0
8961,Whitefield,905.0,1.0,60.0,1.0
8966,Whitefield,1216.0,2.0,67.0,2.0
8967,Whitefield,1452.0,3.0,90.0,3.0
8968,Whitefield,2850.0,5.0,240.0,4.0
8971,Whitefield,2830.0,5.0,190.0,4.0
8972,Whitefield,1295.0,2.0,78.5,2.0
8973,Whitefield,840.0,1.0,57.6,1.0
8974,Whitefield,910.0,1.0,19.83,1.0
8975,Whitefield,1991.0,3.0,104.0,3.0
8976,Whitefield,10200.0,4.0,1250.0,4.0
8980,Whitefield,1655.0,3.0,97.0,3.0
8981,Whitefield,1850.0,3.0,150.0,3.0
8982,Whitefield,1200.0,3.0,67.77,3.0
8983,Whitefield,1290.0,2.0,90.0,2.0
8986,Whitefield,1216.0,2.0,75.0,2.0
8987,Whitefield,1356.0,2.0,94.84,2.0
8988,Whitefield,1338.0,2.0,103.0,2.0
8989,Whitefield,4097.0,3.0,400.0,3.0
8992,Whitefield,3450.0,4.0,208.0,3.0
8996,Whitefield,1267.0,2.0,90.33,2.0
8997,Whitefield,5000.0,5.0,550.0,4.0
8998,Whitefield,2400.0,4.0,143.0,4.0
8999,Whitefield,1836.0,3.0,125.0,3.0
9001,Whitefield,2297.0,5.0,269.0,5.0
9002,Whitefield,3596.0,3.0,200.0,3.0
9003,Whitefield,1275.0,2.0,65.0,3.0
9005,Whitefield,1141.0,2.0,62.0,2.0
9006,Whitefield,1216.0,2.0,82.0,2.0
9007,Whitefield,1495.0,3.0,88.0,2.0
9008,Whitefield,1564.0,3.0,103.0,3.0
9009,Whitefield,1585.0,3.0,84.0,3.0
9012,Whitefield,1558.0,3.0,90.0,3.0
9013,Whitefield,1216.0,2.0,75.0,2.0
9014,Whitefield,1227.0,2.0,70.0,2.0
9015,Whitefield,1704.0,3.0,120.0,3.0
9017,Whitefield,1256.0,2.0,73.0,2.0
9020,Whitefield,1300.0,2.0,78.0,2.0
9021,Whitefield,1570.0,3.0,88.0,3.0
9022,Whitefield,1216.0,2.0,84.03,2.0
9023,Whitefield,1240.0,2.0,70.0,2.0
9024,Whitefield,1216.0,2.0,72.5,2.0
9026,Whitefield,2025.0,4.0,115.0,3.0
9027,Whitefield,7200.0,5.0,900.0,5.0
9028,Whitefield,1346.0,2.0,100.0,3.0
9032,Whitefield,2990.0,3.0,198.0,4.0
9035,Whitefield,1720.0,3.0,98.97,3.0
9036,Whitefield,1600.0,3.0,95.0,3.0
9037,Whitefield,1655.0,3.0,108.0,3.0
9038,Whitefield,1740.0,3.0,95.0,3.0
9040,Whitefield,1350.0,2.0,88.0,2.0
9042,Whitefield,1216.0,2.0,80.0,2.0
9043,Whitefield,2900.0,4.0,225.0,4.0
9044,Whitefield,1340.0,2.0,101.0,2.0
9045,Whitefield,1190.0,2.0,64.0,2.0
9046,Whitefield,1500.0,3.0,78.57,3.0
9047,Whitefield,1626.0,3.0,85.0,3.0
9049,Whitefield,1100.0,2.0,65.0,2.0
9051,Whitefield,1270.0,2.0,65.0,3.0
9052,Whitefield,3117.0,3.0,261.0,3.0
9053,Whitefield,1216.0,2.0,73.0,2.0
9055,Whitefield,3150.0,3.0,290.0,3.0
9057,Whitefield,2956.0,5.0,234.0,4.0
9061,Whitefield,2247.0,3.0,145.0,3.0
9062,Whitefield,3940.0,5.0,265.0,4.0
9064,Whitefield,1160.0,2.0,67.0,2.0
9065,Whitefield,1216.0,2.0,66.88,2.0
9066,Whitefield,1180.0,2.0,77.0,2.0
9067,Whitefield,2140.0,3.0,139.0,3.0
9068,Whitefield,1314.0,2.0,84.0,2.0
9071,Whitefield,1012.0,2.0,58.0,2.0
9075,Whitefield,1500.0,6.0,155.0,5.0
9076,Whitefield,1431.0,3.0,85.0,3.0
9077,Whitefield,524.0,1.0,29.0,1.0
9078,Whitefield,2830.0,4.0,161.0,4.0
9079,Whitefield,2135.0,3.0,149.0,4.0
9081,Whitefield,3075.0,2.0,188.0,4.0
9082,Whitefield,1760.0,3.0,160.0,3.0
9083,Whitefield,1655.0,3.0,110.0,3.0
9084,Whitefield,840.0,1.0,57.0,1.0
9085,Whitefield,1725.0,3.0,106.0,3.0
9087,Whitefield,2064.0,5.0,225.0,4.0
9088,Whitefield,4800.0,4.0,600.0,3.0
9089,Whitefield,1059.0,2.0,57.0,2.0
9090,Whitefield,516.0,1.0,39.0,1.0
9092,Whitefield,6000.0,4.0,410.0,4.0
9093,Whitefield,1639.0,3.0,107.0,3.0
9094,Whitefield,1820.0,3.0,113.0,3.0
9096,Whitefield,3565.0,4.0,218.0,4.0
9097,Whitefield,3410.0,5.0,253.0,4.0
9100,Whitefield,6000.0,6.0,700.0,4.0
9101,Whitefield,4500.0,4.0,330.0,4.0
9102,Whitefield,1250.0,2.0,85.0,2.0
9104,Whitefield,1277.0,2.0,77.0,2.0
9105,Whitefield,1820.0,3.0,140.0,3.0
9106,Whitefield,3453.0,4.0,247.0,4.0
9112,Whitefield,2280.0,4.0,125.0,3.0
9113,Whitefield,2882.0,5.0,200.0,4.0
9118,Whitefield,1190.0,2.0,70.0,2.0
9119,Whitefield,4800.0,4.0,550.0,4.0
9121,Whitefield,1270.0,2.0,94.0,2.0
9122,Whitefield,1220.0,2.0,89.0,2.0
9125,Whitefield,3758.0,3.0,300.0,3.0
9130,Whitefield,1216.0,2.0,72.0,2.0
9132,Whitefield,5400.0,5.0,475.0,4.0
9133,Whitefield,1396.0,3.0,74.0,3.0
9138,Whitefield,1346.0,2.0,76.01,2.0
9139,Whitefield,1276.0,2.0,69.5,2.0
9142,Whitefield,1615.0,3.0,96.9,3.0
9148,Whitefield,1200.0,2.0,70.0,2.0
9149,Whitefield,1015.0,2.0,56.0,2.0
9151,Whitefield,1216.0,2.0,75.0,2.0
9153,Whitefield,2321.0,4.0,157.0,3.0
9154,Whitefield,1224.0,2.0,75.0,2.0
9155,Whitefield,1655.0,3.0,113.0,3.0
9157,Whitefield,4144.0,5.0,331.0,5.0
9161,Whitefield,1200.0,3.0,67.75,3.0
9162,Whitefield,2444.0,4.0,145.0,4.0
9163,Whitefield,1270.0,2.0,110.0,2.0
9164,Whitefield,1660.0,3.0,110.0,3.0
9165,Whitefield,1270.0,2.0,105.0,2.0
9167,Whitefield,1344.0,3.0,130.0,4.0
9168,Whitefield,1173.0,2.0,78.2,2.0
9169,Whitefield,1362.0,2.0,85.0,2.0
9171,Whitefield,1457.0,2.0,105.0,3.0
9172,Whitefield,1720.0,3.0,128.0,3.0
9176,Whitefield,1564.0,3.0,103.0,3.0
9180,Whitefield,1639.0,3.0,107.0,3.0
9181,Whitefield,1760.0,3.0,139.0,3.0
9182,Whitefield,613.0,1.0,48.0,1.0
9183,Whitefield,1730.0,3.0,125.0,3.0
9185,Whitefield,877.0,1.0,59.0,1.0
9189,Yelachenahalli,1464.0,2.0,105.0,3.0
9190,Yelachenahalli,2400.0,1.0,150.0,2.0
9191,Yelachenahalli,1700.0,3.0,130.0,3.0
9192,Yelachenahalli,1130.0,2.0,40.0,2.0
9193,Yelachenahalli,1080.0,2.0,55.0,2.0
9194,Yelachenahalli,1400.0,2.0,78.0,2.0
9195,Yelachenahalli,1080.0,2.0,38.0,2.0
9196,Yelachenahalli,1330.0,3.0,73.5,3.0
9197,Yelachenahalli,800.0,1.0,30.0,2.0
9198,Yelachenahalli,1100.0,2.0,60.0,2.0
9200,Yelachenahalli,1110.0,2.0,110.0,2.0
9201,Yelachenahalli,1103.0,2.0,55.0,2.0
9202,Yelachenahalli,1000.0,2.0,50.0,2.0
9203,Yelahanka,3525.0,4.0,186.0,4.0
9204,Yelahanka,660.0,1.0,48.0,1.0
9206,Yelahanka,1326.0,2.0,78.0,2.0
9207,Yelahanka,3050.0,5.0,213.0,5.0
9208,Yelahanka,1327.0,2.0,98.0,2.0
9215,Yelahanka,1705.0,3.0,95.0,3.0
9217,Yelahanka,3206.0,5.0,270.0,4.0
9218,Yelahanka,1234.0,2.0,80.0,2.0
9219,Yelahanka,1315.0,2.0,85.0,2.0
9220,Yelahanka,1170.0,2.0,62.5,2.0
9222,Yelahanka,697.0,1.0,45.0,1.0
9225,Yelahanka,2195.0,4.0,127.0,3.0
9227,Yelahanka,1614.0,3.0,95.0,3.0
9229,Yelahanka,628.0,1.0,24.0,1.0
9230,Yelahanka,3770.0,6.0,110.0,6.0
9231,Yelahanka,1537.0,3.0,120.0,3.0
9234,Yelahanka,654.0,1.0,38.4,1.0
9241,Yelahanka,1300.0,2.0,65.0,2.0
9242,Yelahanka,1825.0,3.0,105.0,3.0
9243,Yelahanka,1603.0,3.0,96.0,3.0
9244,Yelahanka,1304.0,2.0,79.0,2.0
9245,Yelahanka,1550.0,3.0,120.0,3.0
9246,Yelahanka,1610.0,3.0,115.0,3.0
9250,Yelahanka,915.0,2.0,48.0,2.0
9252,Yelahanka,1517.0,3.0,76.3,3.0
9256,Yelahanka,1327.0,2.0,85.0,2.0
9259,Yelahanka,1566.0,3.0,97.0,3.0
9261,Yelahanka,1653.0,3.0,120.0,3.0
9262,Yelahanka,1275.0,2.0,95.0,3.0
9263,Yelahanka,1270.0,2.0,78.0,2.0
9264,Yelahanka,1400.0,2.0,80.54,3.0
9266,Yelahanka,1322.0,2.0,86.0,2.0
9267,Yelahanka,1100.0,2.0,70.0,2.0
9268,Yelahanka,1200.0,2.0,70.0,2.0
9271,Yelahanka,2675.0,4.0,140.0,4.0
9273,Yelahanka,654.0,1.0,37.0,1.0
9275,Yelahanka,1465.0,3.0,80.01,3.0
9278,Yelahanka,2100.0,4.0,180.0,4.0
9280,Yelahanka,1692.0,3.0,83.0,3.0
9281,Yelahanka,1033.0,2.0,52.58,2.0
9285,Yelahanka,2145.0,3.0,125.0,3.0
9287,Yelahanka,1322.0,2.0,75.0,2.0
9290,Yelahanka,602.0,1.0,26.0,1.0
9291,Yelahanka,1100.0,2.0,60.0,2.0
9292,Yelahanka,1614.0,2.0,100.0,3.0
9293,Yelahanka,1890.0,3.0,108.0,3.0
9294,Yelahanka,1556.0,3.0,86.0,3.0
9295,Yelahanka,1610.0,4.0,85.0,3.0
9297,Yelahanka,651.0,1.0,17.5,1.0
9302,Yelahanka,1859.0,3.0,108.0,3.0
9304,Yelahanka,1322.0,2.0,80.0,2.0
9307,Yelahanka,845.0,2.0,43.0,2.0
9308,Yelahanka,2600.0,4.0,175.0,4.0
9309,Yelahanka,1305.0,2.0,78.0,2.0
9311,Yelahanka,1711.0,3.0,85.61,3.0
9312,Yelahanka,1315.0,2.0,75.0,2.0
9313,Yelahanka,3600.0,6.0,200.0,6.0
9315,Yelahanka,1390.0,2.0,70.21,2.0
9316,Yelahanka,1614.0,3.0,95.0,3.0
9317,Yelahanka,1075.0,1.0,19.5,1.0
9318,Yelahanka,1650.0,3.0,105.0,3.0
9323,Yelahanka,3990.0,4.0,260.0,4.0
9324,Yelahanka,1620.0,3.0,90.0,3.0
9325,Yelahanka,654.0,1.0,36.25,1.0
9326,Yelahanka,1614.0,3.0,93.0,3.0
9327,Yelahanka,694.0,1.0,30.84,1.0
9328,Yelahanka,1115.0,2.0,60.0,2.0
9329,Yelahanka,2317.0,4.0,140.0,3.0
9330,Yelahanka,1653.0,3.0,93.0,3.0
9331,Yelahanka,654.0,1.0,38.0,1.0
9333,Yelahanka,1445.0,2.0,82.0,2.0
9334,Yelahanka,1225.0,2.0,62.0,2.0
9335,Yelahanka,602.0,1.0,38.0,1.0
9336,Yelahanka,697.0,1.0,35.0,1.0
9338,Yelahanka,682.0,1.0,36.23,1.0
9339,Yelahanka,1023.0,2.0,52.59,2.0
9340,Yelahanka,1560.0,2.0,98.0,3.0
9341,Yelahanka,1780.0,3.0,107.0,3.0
9342,Yelahanka,1076.0,2.0,78.0,2.0
9343,Yelahanka,1342.0,2.0,75.0,3.0
9344,Yelahanka,1823.0,3.0,103.0,3.0
9345,Yelahanka,1792.0,3.0,104.0,3.0
9346,Yelahanka,1304.0,2.0,69.97,2.0
9349,Yelahanka,1300.0,2.0,69.23,2.0
9350,Yelahanka,1705.0,3.0,91.0,3.0
9351,Yelahanka,4025.0,6.0,350.0,4.0
9354,Yelahanka,1835.0,3.0,108.0,3.0
9355,Yelahanka,1847.0,3.0,92.0,3.0
9357,Yelahanka,1890.0,3.0,109.0,3.0
9358,Yelahanka,700.0,1.0,38.0,1.0
9359,Yelahanka,1491.0,3.0,85.0,3.0
9360,Yelahanka,2088.0,5.0,110.0,4.0
9361,Yelahanka,1330.0,2.0,93.65,2.0
9364,Yelahanka,3019.0,6.0,190.0,4.0
9367,Yelahanka,1600.0,3.0,100.0,3.0
9370,Yelahanka,1200.0,2.0,60.0,2.0
9371,Yelahanka,1705.0,3.0,85.0,3.0
9372,Yelahanka,1350.0,2.0,85.0,3.0
9374,Yelahanka,1633.0,3.0,110.0,3.0
9375,Yelahanka,1142.0,1.0,42.535,1.0
9377,Yelahanka,1355.0,2.0,75.0,3.0
9379,Yelahanka,1756.0,3.0,125.0,3.0
9382,Yelahanka,1104.0,2.0,58.0,2.0
9384,Yelahanka,1175.0,2.0,67.77,2.0
9385,Yelahanka,1322.0,2.0,77.9,2.0
9386,Yelahanka,602.0,1.0,33.0,1.0
9387,Yelahanka,1315.0,2.0,77.0,2.0
9390,Yelahanka,2650.0,4.0,223.0,4.0
9392,Yelahanka,567.0,1.0,25.0,1.0
9394,Yelahanka,602.0,2.0,30.0,1.0
9396,Yelahanka,1234.0,2.0,80.0,2.0
9400,Yelahanka,1267.0,3.0,78.0,2.0
9401,Yelahanka,1360.0,2.0,78.19,2.0
9403,Yelahanka New Town,650.0,1.0,33.0,1.0
9404,Yelahanka New Town,500.0,1.0,20.0,1.0
9405,Yelahanka New Town,440.0,1.0,16.5,1.0
9406,Yelahanka New Town,960.0,2.0,18.0,1.0
9409,Yelahanka New Town,650.0,1.0,20.0,1.0
9410,Yelahanka New Town,1200.0,2.0,130.0,2.0
9411,Yelahanka New Town,350.0,1.0,13.5,1.0
9413,Yelahanka New Town,1385.0,2.0,65.0,2.0
9414,Yelahanka New Town,680.0,1.0,80.0,2.0
9415,Yelahanka New Town,500.0,2.0,24.0,1.0
9416,Yelahanka New Town,650.0,1.0,17.0,1.0
9417,Yelahanka New Town,450.0,1.0,16.0,1.0
9419,Yelahanka New Town,960.0,2.0,50.0,2.0
9421,Yelahanka New Town,2700.0,3.0,350.0,3.0
9424,Yelahanka New Town,450.0,1.0,15.0,1.0
9425,Yelahanka New Town,500.0,1.0,18.0,1.0
